table_name;column_name;data_type;country;admlevel;pcode_col;name_col;pcode_parent;name_parent;pop_col
hti_adm1_mapshaper;departemen;character varying;hti;1;;;;;
hti_adm1_mapshaper;admin1pcod;character varying;hti;1;admin1pcod;;;;
hti_adm1_mapshaper;admin1name;character varying;hti;1;;admin1name;;;
hti_adm1_mapshaper;admin0name;character varying;hti;1;;;;admin0name;
hti_adm1_mapshaper;admin0cod;character varying;hti;1;;;admin0cod;;
hti_adm1_mapshaper;geom;USER-DEFINED;hti;1;;;;;
hti_adm2_mapshaper;gid;integer;hti;2;;;;;
hti_adm2_mapshaper;objectid;bigint;hti;2;;;;;
hti_adm2_mapshaper;id_com;bigint;hti;2;;;;;
hti_adm2_mapshaper;admin2pcod;character varying;hti;2;admin2pcod;;;;
hti_adm2_mapshaper;admin2name;character varying;hti;2;;admin2name;;;
hti_adm2_mapshaper;admin1pcod;character varying;hti;2;;;admin1pcod;;
hti_adm2_mapshaper;admin1name;character varying;hti;2;;;;admin1name;
hti_adm2_mapshaper;geom;USER-DEFINED;hti;2;;;;;
hti_adm3_mapshaper;gid;integer;hti;3;;;;;
hti_adm3_mapshaper;objectid;bigint;hti;3;;;;;
hti_adm3_mapshaper;id_section;character varying;hti;3;;;;;
hti_adm3_mapshaper;no_section;bigint;hti;3;;;;;
hti_adm3_mapshaper;id_com;bigint;hti;3;;;;;
hti_adm3_mapshaper;id_dep;bigint;hti;3;;;;;
hti_adm3_mapshaper;admin1pcod;character varying;hti;3;;;;;
hti_adm3_mapshaper;admin2pcod;character varying;hti;3;;;admin2pcod;;
hti_adm3_mapshaper;admin3pcod;character varying;hti;3;admin3pcod;;;;
hti_adm3_mapshaper;admin1name;character varying;hti;3;;;;;
hti_adm3_mapshaper;admin2name;character varying;hti;3;;;;admin2name;
hti_adm3_mapshaper;admin3name;character varying;hti;3;;admin3name;;;
hti_adm3_mapshaper;geom;USER-DEFINED;hti;3;;;;;
khm_adm1_mapshaper;gid;integer;khm;1;;;;;
khm_adm1_mapshaper;objectid;integer;khm;1;;;;;
khm_adm1_mapshaper;level;double precision;khm;1;;;;;
khm_adm1_mapshaper;hrname;character varying;khm;1;;hrname;;;
khm_adm1_mapshaper;hrpcode;character varying;khm;1;hrpcode;;;;
khm_adm1_mapshaper;hrparent;character varying;khm;1;;;hrparent;;
khm_adm1_mapshaper;pro_code;integer;khm;1;;;;;
khm_adm1_mapshaper;geom;USER-DEFINED;khm;1;;;;;
khm_adm2_mapshaper;gid;integer;khm;2;;;;;
khm_adm2_mapshaper;level;double precision;khm;2;;;;;
khm_adm2_mapshaper;hrname;character varying;khm;2;;hrname;;;
khm_adm2_mapshaper;hrpcode;character varying;khm;2;hrpcode;;;;
khm_adm2_mapshaper;hrparent;character varying;khm;2;;;hrparent;;
khm_adm2_mapshaper;dis_name;character varying;khm;2;;;;;
khm_adm2_mapshaper;dis_code;bigint;khm;2;;;;;
khm_adm2_mapshaper;pro_code;bigint;khm;2;;;;;
khm_adm2_mapshaper;geom;USER-DEFINED;khm;2;;;;;
khm_adm3_mapshaper;gid;integer;khm;3;;;;;
khm_adm3_mapshaper;objectid;integer;khm;3;;;;;
khm_adm3_mapshaper;level;double precision;khm;3;;;;;
khm_adm3_mapshaper;hrname;character varying;khm;3;;hrname;;;
khm_adm3_mapshaper;hrpcode;character varying;khm;3;hrpcode;;;;
khm_adm3_mapshaper;hrparent;character varying;khm;3;;;hrparent;;
khm_adm3_mapshaper;com_name;character varying;khm;3;;;;;
khm_adm3_mapshaper;com_code;bigint;khm;3;;;;;
khm_adm3_mapshaper;dis_code;bigint;khm;3;;;;;
khm_adm3_mapshaper;pro_code;bigint;khm;3;;;;;
khm_adm3_mapshaper;geom;USER-DEFINED;khm;3;;;;;
lao_adm1_mapshaper;gid;integer;lao;1;;;;;
lao_adm1_mapshaper;pcode;integer;lao;1;pcode;;;;
lao_adm1_mapshaper;pname;character varying;lao;1;;pname;;;
lao_adm1_mapshaper;name;integer;lao;1;;;;;
lao_adm1_mapshaper;geom;USER-DEFINED;lao;1;;;;;
lao_adm2_mapshaper;gid;integer;lao;2;;;;;
lao_adm2_mapshaper;pcode;integer;lao;2;;;pcode;;
lao_adm2_mapshaper;pname;character varying;lao;2;;;;pname;
lao_adm2_mapshaper;l_pname;character varying;lao;2;;;;;
lao_adm2_mapshaper;dcode;integer;lao;2;dcode;;;;
lao_adm2_mapshaper;dname;character varying;lao;2;;dname;;;
lao_adm2_mapshaper;l_dname;character varying;lao;2;;;;;
lao_adm2_mapshaper;area;bigint;lao;2;;;;;
lao_adm2_mapshaper;geom;USER-DEFINED;lao;2;;;;;
lka_adm2_mapshaper;gid;integer;lka;2;;;;;
lka_adm2_mapshaper;objectid;integer;lka;2;;;;;
lka_adm2_mapshaper;district_n;character varying;lka;2;;district_n;;;
lka_adm2_mapshaper;pproj_2013;double precision;lka;2;;;;;
lka_adm2_mapshaper;tot_pop;double precision;lka;2;;;;;tot_pop
lka_adm2_mapshaper;pproj_2014;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2015;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2016;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2017;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2018;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2019;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2020;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2021;double precision;lka;2;;;;;
lka_adm2_mapshaper;pproj_2022;double precision;lka;2;;;;;
lka_adm2_mapshaper;district_c;character varying;lka;2;district_c;;;;
lka_adm2_mapshaper;province_n;character varying;lka;2;;;;;
lka_adm2_mapshaper;province_c;double precision;lka;2;;;province_c;;
lka_adm2_mapshaper;shape_leng;double precision;lka;2;;;;;
lka_adm2_mapshaper;shape_area;double precision;lka;2;;;;;
lka_adm2_mapshaper;notes_;character varying;lka;2;;;;;
lka_adm2_mapshaper;report_;character varying;lka;2;;;;;
lka_adm2_mapshaper;hyperlink_;character varying;lka;2;;;;;
lka_adm2_mapshaper;source_;character varying;lka;2;;;;;
lka_adm2_mapshaper;createdate;date;lka;2;;;;;
lka_adm2_mapshaper;createby;character varying;lka;2;;;;;
lka_adm2_mapshaper;editdate;date;lka;2;;;;;
lka_adm2_mapshaper;editby;character varying;lka;2;;;;;
lka_adm2_mapshaper;contact_;character varying;lka;2;;;;;
lka_adm2_mapshaper;geom;USER-DEFINED;lka;2;;;;;
lka_adm3_mapshaper;gid;integer;lka;3;;;;;
lka_adm3_mapshaper;objectid;integer;lka;3;;;;;
lka_adm3_mapshaper;dsd_n;character varying;lka;3;;dsd_n;;;
lka_adm3_mapshaper;dsd_c;character varying;lka;3;dsd_c;;;;
lka_adm3_mapshaper;district_c;character varying;lka;3;;;;;
lka_adm3_mapshaper;pproj_2013;double precision;lka;3;;;;;
lka_adm3_mapshaper;tot_pop;double precision;lka;3;;;;;tot_pop
lka_adm3_mapshaper;pproj_2014;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2015;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2016;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2017;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2018;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2019;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2020;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2021;double precision;lka;3;;;;;
lka_adm3_mapshaper;pproj_2022;double precision;lka;3;;;;;
lka_adm3_mapshaper;shape_leng;double precision;lka;3;;;;;
lka_adm3_mapshaper;shape_area;double precision;lka;3;;;;;
lka_adm3_mapshaper;province_n;character varying;lka;3;;;;;
lka_adm3_mapshaper;district_n;character varying;lka;3;;;;district_n;
lka_adm3_mapshaper;province_c;integer;lka;3;;;;;
lka_adm3_mapshaper;district_1;character varying;lka;3;;;district_1;;
lka_adm3_mapshaper;notes_;character varying;lka;3;;;;;
lka_adm3_mapshaper;report_;character varying;lka;3;;;;;
lka_adm3_mapshaper;hyperlink_;character varying;lka;3;;;;;
lka_adm3_mapshaper;source_;character varying;lka;3;;;;;
lka_adm3_mapshaper;createdate;date;lka;3;;;;;
lka_adm3_mapshaper;createby;character varying;lka;3;;;;;
lka_adm3_mapshaper;editdate;date;lka;3;;;;;
lka_adm3_mapshaper;editby;character varying;lka;3;;;;;
lka_adm3_mapshaper;contact_;character varying;lka;3;;;;;
lka_adm3_mapshaper;geom;USER-DEFINED;lka;3;;;;;
lka_adm4_mapshaper;gid;integer;lka;4;;;;;
lka_adm4_mapshaper;objectid;integer;lka;4;;;;;
lka_adm4_mapshaper;province_n;character varying;lka;4;;;;;
lka_adm4_mapshaper;district_n;character varying;lka;4;;;;;
lka_adm4_mapshaper;dsd_n;character varying;lka;4;;;;dsd_n;
lka_adm4_mapshaper;dsd_c;character varying;lka;4;;;dsd_c;;
lka_adm4_mapshaper;gnd_n;character varying;lka;4;;gnd_n;;;
lka_adm4_mapshaper;gnd_no;character varying;lka;4;;;;;
lka_adm4_mapshaper;gnd_c;character varying;lka;4;;;;;
lka_adm4_mapshaper;province_c;character varying;lka;4;;;;;
lka_adm4_mapshaper;district_c;character varying;lka;4;;;;;
lka_adm4_mapshaper;gn_uid;character varying;lka;4;gn_uid;;;;
lka_adm4_mapshaper;oid_;integer;lka;4;;;;;
lka_adm4_mapshaper;uid_dist_d;character varying;lka;4;;;;;
lka_adm4_mapshaper;tot_pop;integer;lka;4;;;;;tot_pop
lka_adm4_mapshaper;rank_pop;integer;lka;4;;;;;
lka_adm4_mapshaper;male;integer;lka;4;;;;;
lka_adm4_mapshaper;female;integer;lka;4;;;;;
lka_adm4_mapshaper;ratiosex;double precision;lka;4;;;;;
lka_adm4_mapshaper;rank_sr;double precision;lka;4;;;;;
lka_adm4_mapshaper;f0to14;integer;lka;4;;;;;
lka_adm4_mapshaper;f15to59;integer;lka;4;;;;;
lka_adm4_mapshaper;over60;integer;lka;4;;;;;
lka_adm4_mapshaper;ratiodepen;double precision;lka;4;;;;;
lka_adm4_mapshaper;rank_dr;double precision;lka;4;;;;;
lka_adm4_mapshaper;buddhist;integer;lka;4;;;;;
lka_adm4_mapshaper;hindu;integer;lka;4;;;;;
lka_adm4_mapshaper;islam;integer;lka;4;;;;;
lka_adm4_mapshaper;romancatho;integer;lka;4;;;;;
lka_adm4_mapshaper;otherchris;integer;lka;4;;;;;
lka_adm4_mapshaper;othereligi;integer;lka;4;;;;;
lka_adm4_mapshaper;sinhalese;integer;lka;4;;;;;
lka_adm4_mapshaper;srilankata;integer;lka;4;;;;;
lka_adm4_mapshaper;indiantami;integer;lka;4;;;;;
lka_adm4_mapshaper;srilankamo;integer;lka;4;;;;;
lka_adm4_mapshaper;otherethgr;integer;lka;4;;;;;
lka_adm4_mapshaper;name_dist_;character varying;lka;4;;;;;
lka_adm4_mapshaper;num_gn;character varying;lka;4;;;;;
lka_adm4_mapshaper;area;double precision;lka;4;;;;;
lka_adm4_mapshaper;dist_c;character varying;lka;4;;;;;
lka_adm4_mapshaper;grpc_8101;character varying;lka;4;;;;;
lka_adm4_mapshaper;grpc_8112;double precision;lka;4;;;;;
lka_adm4_mapshaper;grpc_0112;character varying;lka;4;;;;;
lka_adm4_mapshaper;grpc__8113;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_13;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_14;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_15;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_16;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_17;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_18;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_19;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_20;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_21;double precision;lka;4;;;;;
lka_adm4_mapshaper;pproj_22;double precision;lka;4;;;;;
lka_adm4_mapshaper;notes_;character varying;lka;4;;;;;
lka_adm4_mapshaper;report_;character varying;lka;4;;;;;
lka_adm4_mapshaper;hyperlink_;character varying;lka;4;;;;;
lka_adm4_mapshaper;source_;character varying;lka;4;;;;;
lka_adm4_mapshaper;createdate;date;lka;4;;;;;
lka_adm4_mapshaper;createby;character varying;lka;4;;;;;
lka_adm4_mapshaper;editdate;date;lka;4;;;;;
lka_adm4_mapshaper;editby;character varying;lka;4;;;;;
lka_adm4_mapshaper;contact_;character varying;lka;4;;;;;
lka_adm4_mapshaper;shape_leng;double precision;lka;4;;;;;
lka_adm4_mapshaper;shape_area;double precision;lka;4;;;;;
lka_adm4_mapshaper;geom;USER-DEFINED;lka;4;;;;;
mdg_adm1;gid;integer;mdg;1;;;;;
mdg_adm1;objectid;integer;mdg;1;;;;;
mdg_adm1;region;character varying;mdg;1;;region;;;
mdg_adm1;p_code;character varying;mdg;1;p_code;;;;
mdg_adm1;r_code;character varying;mdg;1;;;;;
mdg_adm1;source;character varying;mdg;1;;;;;
mdg_adm1;geom;USER-DEFINED;mdg;1;;;;;
mdg_adm2;gid;integer;mdg;2;;;;;
mdg_adm2;objectid;integer;mdg;2;;;;;
mdg_adm2;district;character varying;mdg;2;;district;;;
mdg_adm2;p_code;character varying;mdg;2;p_code;;;;
mdg_adm2;d_code;character varying;mdg;2;;;;;
mdg_adm2;region;character varying;mdg;2;;;;region;
mdg_adm2;reg_pcode;character varying;mdg;2;;;reg_pcode;;
mdg_adm2;r_code;character varying;mdg;2;;;;;
mdg_adm2;source;character varying;mdg;2;;;;;
mdg_adm2;geom;USER-DEFINED;mdg;2;;;;;
mdg_adm3;gid;integer;mdg;3;;;;;
mdg_adm3;commune;character varying;mdg;3;;commune;;;
mdg_adm3;p_code;character varying;mdg;3;p_code;;;;
mdg_adm3;c_code;character varying;mdg;3;;;;;
mdg_adm3;district;character varying;mdg;3;;;;district;
mdg_adm3;dist_pcode;character varying;mdg;3;;;dist_pcode;;
mdg_adm3;d_code;character varying;mdg;3;;;;;
mdg_adm3;region;character varying;mdg;3;;;;;
mdg_adm3;reg_pcode;character varying;mdg;3;;;;;
mdg_adm3;r_code;character varying;mdg;3;;;;;
mdg_adm3;source;character varying;mdg;3;;;;;
mdg_adm3;geom;USER-DEFINED;mdg;3;;;;;
mli_adm1_mapshaper;gid;integer;mli;1;;;;;
mli_adm1_mapshaper;objectid;integer;mli;1;;;;;
mli_adm1_mapshaper;admin0_nam;character varying;mli;1;;;;admin0_nam;
mli_adm1_mapshaper;pcode_ad_0;character varying;mli;1;;;pcode_ad_0;;
mli_adm1_mapshaper;admin1_nam;character varying;mli;1;;admin1_nam;;;
mli_adm1_mapshaper;pcode_ad_1;character varying;mli;1;pcode_ad_1;;;;
mli_adm1_mapshaper;admin1refn;character varying;mli;1;;;;;
mli_adm1_mapshaper;admin1altn;character varying;mli;1;;;;;
mli_adm1_mapshaper;admin1al_1;character varying;mli;1;;;;;
mli_adm1_mapshaper;date;date;mli;1;;;;;
mli_adm1_mapshaper;validon;date;mli;1;;;;;
mli_adm1_mapshaper;validto;date;mli;1;;;;;
mli_adm1_mapshaper;shape_leng;double precision;mli;1;;;;;
mli_adm1_mapshaper;pop2015_m;double precision;mli;1;;;;;
mli_adm1_mapshaper;pop2015_f;double precision;mli;1;;;;;
mli_adm1_mapshaper;pop2015_t;double precision;mli;1;;;;;
mli_adm1_mapshaper;shape_le_1;double precision;mli;1;;;;;
mli_adm1_mapshaper;shape_area;double precision;mli;1;;;;;
mli_adm1_mapshaper;pop2017_m;integer;mli;1;;;;;
mli_adm1_mapshaper;pop2017_f;integer;mli;1;;;;;
mli_adm1_mapshaper;pop2017_to;integer;mli;1;;;;;pop2017_to
mli_adm1_mapshaper;geom;USER-DEFINED;mli;1;;;;;
mli_adm2_mapshaper;gid;integer;mli;2;;;;;
mli_adm2_mapshaper;objectid;integer;mli;2;;;;;
mli_adm2_mapshaper;admin0_nam;character varying;mli;2;;;;;
mli_adm2_mapshaper;pcode_ad_0;character varying;mli;2;;;;;
mli_adm2_mapshaper;admin1_nam;character varying;mli;2;;;;admin1_nam;
mli_adm2_mapshaper;pcode_ad_1;character varying;mli;2;;;pcode_ad_1;;
mli_adm2_mapshaper;admin2_nam;character varying;mli;2;;admin2_nam;;;
mli_adm2_mapshaper;pcode_ad_2;character varying;mli;2;pcode_ad_2;;;;
mli_adm2_mapshaper;admin2refn;character varying;mli;2;;;;;
mli_adm2_mapshaper;admin2altn;character varying;mli;2;;;;;
mli_adm2_mapshaper;admin2al_1;character varying;mli;2;;;;;
mli_adm2_mapshaper;date;date;mli;2;;;;;
mli_adm2_mapshaper;validon;date;mli;2;;;;;
mli_adm2_mapshaper;validto;date;mli;2;;;;;
mli_adm2_mapshaper;shape_leng;double precision;mli;2;;;;;
mli_adm2_mapshaper;pop2015_m;double precision;mli;2;;;;;
mli_adm2_mapshaper;pop2015_f;double precision;mli;2;;;;;
mli_adm2_mapshaper;pop2015_t;double precision;mli;2;;;;;
mli_adm2_mapshaper;shape_le_1;double precision;mli;2;;;;;
mli_adm2_mapshaper;shape_area;double precision;mli;2;;;;;
mli_adm2_mapshaper;retournée;integer;mli;2;;;;;
mli_adm2_mapshaper;pop2017_m;integer;mli;2;;;;;
mli_adm2_mapshaper;pop2017_f;integer;mli;2;;;;;
mli_adm2_mapshaper;pop2017_t;integer;mli;2;;;;;pop2017_t
mli_adm2_mapshaper;geom;USER-DEFINED;mli;2;;;;;
mli_adm3_mapshaper;gid;integer;mli;3;;;;;
mli_adm3_mapshaper;objectid;integer;mli;3;;;;;
mli_adm3_mapshaper;admin0_nam;character varying;mli;3;;;;;
mli_adm3_mapshaper;pcode_ad_0;character varying;mli;3;;;;;
mli_adm3_mapshaper;admin1_nam;character varying;mli;3;;;;;
mli_adm3_mapshaper;pcode_ad_1;character varying;mli;3;;;;;
mli_adm3_mapshaper;admin2_nam;character varying;mli;3;;;;admin2_nam;
mli_adm3_mapshaper;pcode_ad_2;character varying;mli;3;;;pcode_ad_2;;
mli_adm3_mapshaper;admin3_nam;character varying;mli;3;;admin3_nam;;;
mli_adm3_mapshaper;pcode_ad_3;character varying;mli;3;pcode_ad_3;;;;
mli_adm3_mapshaper;admin3refn;character varying;mli;3;;;;;
mli_adm3_mapshaper;admin3altn;character varying;mli;3;;;;;
mli_adm3_mapshaper;admin3al_1;character varying;mli;3;;;;;
mli_adm3_mapshaper;date;date;mli;3;;;;;
mli_adm3_mapshaper;validon;date;mli;3;;;;;
mli_adm3_mapshaper;validto;date;mli;3;;;;;
mli_adm3_mapshaper;shape_leng;double precision;mli;3;;;;;
mli_adm3_mapshaper;numero;integer;mli;3;;;;;
mli_adm3_mapshaper;pop2015_m;double precision;mli;3;;;;;
mli_adm3_mapshaper;pop2015_f;double precision;mli;3;;;;;
mli_adm3_mapshaper;pop2015_to;double precision;mli;3;;;;;
mli_adm3_mapshaper;shape_le_1;double precision;mli;3;;;;;
mli_adm3_mapshaper;shape_area;double precision;mli;3;;;;;
mli_adm3_mapshaper;density;double precision;mli;3;;;;;
mli_adm3_mapshaper;area_km;double precision;mli;3;;;;;
mli_adm3_mapshaper;pop2017_m;integer;mli;3;;;;;
mli_adm3_mapshaper;pop2017_f;integer;mli;3;;;;;
mli_adm3_mapshaper;pop2017_to;integer;mli;3;;;;;pop2017_to
mli_adm3_mapshaper;geom;USER-DEFINED;mli;3;;;;;
moz_adm1;gid;integer;moz;1;;;;;
moz_adm1;objectid;integer;moz;1;;;;;
moz_adm1;cntry_code;character varying;moz;1;;;;;
moz_adm1;country;character varying;moz;1;;;;;
moz_adm1;province;character varying;moz;1;;;;;
moz_adm1;salb_code;character varying;moz;1;;;;;
moz_adm1;wfp_code;character varying;moz;1;;;;;
moz_adm1;source;character varying;moz;1;;;;;
moz_adm1;hrname;character varying;moz;1;;hrname;;;
moz_adm1;hrpcode;character varying;moz;1;hrpcode;;;;
moz_adm1;hrparent;character varying;moz;1;;;hrparent;;
moz_adm1;geom;USER-DEFINED;moz;1;;;;;
moz_adm2_mapshaper;gid;integer;moz;2;;;;;
moz_adm2_mapshaper;objectid_1;integer;moz;2;;;;;
moz_adm2_mapshaper;province;character varying;moz;2;;;;province;
moz_adm2_mapshaper;prov_code;character varying;moz;2;;;prov_code;;
moz_adm2_mapshaper;district;character varying;moz;2;;district;;;
moz_adm2_mapshaper;district_p;character varying;moz;2;;;;;
moz_adm2_mapshaper;geohive_co;double precision;moz;2;;;;;
moz_adm2_mapshaper;d_code;double precision;moz;2;;;;;
moz_adm2_mapshaper;p_code;character varying;moz;2;p_code;;;;
moz_adm2_mapshaper;pop_2007;double precision;moz;2;;;;;pop_2007
moz_adm2_mapshaper;proj_2012;double precision;moz;2;;;;;
moz_adm2_mapshaper;source;character varying;moz;2;;;;;
moz_adm2_mapshaper;proj_2015;double precision;moz;2;;;;;
moz_adm2_mapshaper;geom;USER-DEFINED;moz;2;;;;;
mwi_adm1_mapshaper;gid;integer;mwi;1;;;;;
mwi_adm1_mapshaper;p_code;character varying;mwi;1;p_code;;;;
mwi_adm1_mapshaper;region;character varying;mwi;1;;region;;;
mwi_adm1_mapshaper;pop08;double precision;mwi;1;;;;;pop08
mwi_adm1_mapshaper;male;double precision;mwi;1;;;;;
mwi_adm1_mapshaper;female;double precision;mwi;1;;;;;
mwi_adm1_mapshaper;source;character varying;mwi;1;;;;;
mwi_adm1_mapshaper;geom;USER-DEFINED;mwi;1;;;;;
mwi_adm2_mapshaper;gid;integer;mwi;2;;;;;
mwi_adm2_mapshaper;objectid;integer;mwi;2;;;;;
mwi_adm2_mapshaper;p_code;character varying;mwi;2;p_code;;;;
mwi_adm2_mapshaper;district;character varying;mwi;2;;district;;;
mwi_adm2_mapshaper;region;character varying;mwi;2;;;;region;
mwi_adm2_mapshaper;pop08;double precision;mwi;2;;;;;pop08
mwi_adm2_mapshaper;male;double precision;mwi;2;;;;;
mwi_adm2_mapshaper;female;double precision;mwi;2;;;;;
mwi_adm2_mapshaper;source;character varying;mwi;2;;;;;
mwi_adm2_mapshaper;notes;character varying;mwi;2;;;;;
